,Ámbito,Código área (ISO3),Área,Elemento,Producto,Año,Unidad,Valor,Nota
6500,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%) (female),2019,%,6.8,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
6501,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%) (female),2020,%,7.6,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
6502,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%) (male),2015,%,5.7,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
6503,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%) (male),2016,%,6.2,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
6504,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%) (male),2017,%,6.3,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
6505,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%) (male),2018,%,5,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
6506,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%) (male),2019,%,4.8,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
6507,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of severe food insecurity (%) (male),2020,%,5.3,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
6508,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people),2015,1000 personas,737.1,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE
6509,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people),2016,1000 personas,801.3,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE
6510,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people),2017,1000 personas,863.7,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE
6511,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people),2018,1000 personas,800.7,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE
6512,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people),2019,1000 personas,814.7,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE
6513,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people),2020,1000 personas,800.5,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE
6514,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),2015,1000 personas,291.5,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
6515,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),2016,1000 personas,336.2,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
6516,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),2017,1000 personas,356.6,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
6517,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),2018,1000 personas,337.8,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
6518,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),2019,1000 personas,345.9,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
6519,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people) (female),2020,1000 personas,354.7,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
6520,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),2015,1000 personas,223.7,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
6521,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),2016,1000 personas,234.5,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
6522,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),2017,1000 personas,269.5,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
6523,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),2018,1000 personas,240.4,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
6524,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),2019,1000 personas,241,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
6525,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Population in moderate or severe food insecurity (thousands of people) (male),2020,1000 personas,224.3,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
6526,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%),2015,%,21.6,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | ALLAGE
6527,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%),2016,%,23.4,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | ALLAGE
6528,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%),2017,%,25.1,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | ALLAGE
6529,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%),2018,%,23.2,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | ALLAGE
6530,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%),2019,%,23.5,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | ALLAGE
6531,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%),2020,%,23,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | ALLAGE
6532,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),2015,%,20.6,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
6533,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),2016,%,23.6,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
6534,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),2017,%,25,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
6535,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),2018,%,23.5,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
6536,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),2019,%,24,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
6537,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%) (female),2020,%,24.5,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2019-2021. | Global monitoring data | 2019-2021 | 15+
6538,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%) (male),2015,%,17.5,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2014-2016. | Global monitoring data | 2014-2016 | 15+
6539,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%) (male),2016,%,18.2,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2015-2017. | Global monitoring data | 2015-2017 | 15+
6540,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%) (male),2017,%,20.8,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2016-2018. | Global monitoring data | 2016-2018 | 15+
6541,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%) (male),2018,%,18.5,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2017-2019. | Global monitoring data | 2017-2019 | 15+
6542,Indicadores ODS,URY,Uruguay,Valor,2.1.2 Prevalence of moderate or severe food insecurity (%) (male),2019,%,18.4,Global | Food and Agriculture Organization of the United Nations (FAO) | The observation represents the 3-year average of the period 2018-2020. | Global monitoring data | 2018-2020 | 15+
